symbol,company_name,industry,yahoo_symbol,latest_close,price_date,return_63d,return_126d,return_189d,return_252d,weighted_momentum,rs_rating,is_high_rs,vcp_stars,vcp_trend_template,vcp_range_position,vcp_contracting_ranges,vcp_contracting_volatility,vcp_pivot_readiness,close,sma50,sma150,sma200,sma200_20d_ago,high_252,low_252,pct_below_high,pct_above_low,range_60_pct,range_30_pct,range_15_pct,atr_50_pct,atr_20_pct,atr_10_pct,pivot_55,distance_to_pivot_pct,avg_volume_10,avg_volume_50,volume_ratio,live_price,breakout_pct,is_breakout,quote_status,quote_timestamp,breakout_reason
UJJIVANSFB,Ujjivan Small Finance Bank Limited,,UJJIVANSFB.NS,72.37999725341797,2026-08-12,0.2964355163814014,0.1327072852119533,0.41838132441388365,0.6739129149817464,0.36357451147407727,82,True,4,True,True,True,False,True,72.37999725341797,62.675200119018555,59.51633354187012,58.002750148773195,55.91385015487671,73.29000091552734,41.31999969482422,1.2416477701483797,75.1694041335735,40.942309452937195,24.558124958305115,18.688260591947113,3.177120648686185,3.766234204290907,3.2246504713665267,73.29000091552734,1.2416477701483832,13603998.0,19063006.82,0.7136333805287911,,,False,UNAVAILABLE,,quote has no finite close
JINDALSAW,Jindal Saw Limited,,JINDALSAW.NS,269.54998779296875,2026-08-12,0.18745214374189878,0.39826984051222647,0.5734479870591473,0.29638491971176806,0.3286014069533879,81,True,4,True,True,False,True,True,269.54998779296875,258.68219970703126,219.56057169596355,206.03572151184082,199.47193054199218,281.0,151.60325107352764,4.074737440224641,77.79960910088721,31.302278964837903,13.995943204868155,13.995943204868155,3.649861637789221,3.158041039719386,2.7304753722963553,281.0,4.074737440224644,1278498.4,1961775.3,0.6517048104336923,265.1000061035156,-5.658360817254227,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot
ATHERENERG,Ather Energy Limited,,ATHERENERG.NS,1569.4000244140625,2026-08-12,0.6742052310005455,1.1571026743809805,1.3785996566379248,2.9427209459690498,1.3653667477978093,99,True,3,True,True,True,False,False,1569.4000244140625,1179.705,915.7389978027344,858.1624990844726,788.19,1580.0,398.04998779296875,0.6708845307555333,294.272094596905,80.75735546621826,41.551699437111694,32.98544166881145,3.5597047413667378,4.084683458399528,4.798650490704136,1580.0,0.6708845307555379,6322906.2,4714697.4,1.3411054121946404,1523.0999755859375,-3.6012673679786444,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot
CUPID,Cupid Limited,,CUPID.NS,289.8699951171875,2026-08-12,1.4083582057763566,2.3322221201929176,4.723452901338413,7.629651497481607,3.50040858611313,99,True,3,True,True,True,False,False,289.8699951171875,202.53439880371093,132.06693298339843,116.96465972900391,98.14789985656738,290.0,31.81800079345703,0.04482926993534253,811.0251677936835,142.37358654548478,63.94369438669959,40.742536134374504,3.5297208179010067,3.7370210539392703,4.1939503877470665,290.0,0.04482926993534483,31860039.3,35610941.54,0.8946699503638005,292.5799865722656,0.8896505421605694,True,LIVE,2026-08-13T12:14:00+05:30,live price above pivot
HFCL,HFCL Limited,,HFCL.NS,221.52000427246094,2026-08-12,0.4978700736134172,2.0639003447051056,1.8291187182461788,1.999427181552457,1.3776372783461153,99,True,3,True,True,True,False,False,221.52000427246094,203.59139923095702,130.11340001424153,115.18905015945434,102.13895025253296,229.5,59.81999969482422,3.477122321367787,270.31094182975636,65.16733000396322,26.760561243620362,23.507316675618544,4.635336784102811,4.770448977736233,4.203684027625902,229.5,3.477122321367783,25132442.6,27328868.44,0.9196298286252792,228.0,-0.6535947712418277,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot
INDSWFTLAB,Ind-Swift Laboratories Limited,,INDSWFTLAB.NS,300.0,2026-08-12,1.2406453160623,1.187386170986115,1.8788024434854846,1.9940120672355262,1.5082982627663453,99,True,3,True,True,True,False,False,300.0,210.81640106201172,158.72086669921876,143.23325008392334,129.7520998764038,320.5,87.1500015258789,6.396255850234011,244.23407314676408,147.4903474903475,61.819652605612,49.06976744186046,3.8879996744791665,4.576499684651692,5.440999857584636,320.5,6.3962558502340086,2097958.8,1350366.7,1.5536215459104552,296.260009765625,-7.563179480304216,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,,SKYGOLD.NS,838.7999877929688,2026-08-12,0.8798744169549149,1.5510949480969116,1.4190338508809481,1.9483303613109624,1.3356415988397305,99,True,3,True,True,True,False,False,838.7999877929688,598.8449981689453,456.45633219401043,427.2019989013672,390.40849899291993,839.8499755859375,259.0,0.1250208755720017,223.8609991478644,83.65405598177247,58.79182015851829,32.77211157908002,3.5330234181303375,4.04476668277923,4.44981004371785,839.8499755859375,0.12502087557199795,1755889.4,1346876.4,1.3036752295904805,789.0,-6.054649885589514,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot
YASHO,Yasho Industries Limited,,YASHO.NS,4210.0,2026-08-12,1.482855476158063,2.0039772191797742,1.6520594563943738,1.2904168183889917,1.5824328892558532,99,True,3,True,True,True,False,False,4210.0,3125.5149853515627,2048.341042480469,1929.2203131103515,1735.2839324951171,4490.0,1129.8189394012777,6.23608017817372,272.6260777882689,132.0785311205576,63.596345010719126,48.20856405561808,4.591802691907419,5.437363616666124,7.338002546949228,4490.0,6.23608017817372,144776.9,56642.34,2.5559837393723495,4288.5,-4.487750556792869,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot
AEROFLEX,Aeroflex Industries Limited,,AEROFLEX.NS,446.54998779296875,2026-08-12,0.20526937935984568,1.2938220407758885,1.435826410277496,1.514481093297627,0.9309336606141407,98,True,3,True,True,True,False,False,446.54998779296875,442.1246923828125,323.1170994059245,288.5925888824463,263.0833079528809,521.4047569239144,157.8500633749001,14.356364827309932,182.89503231455475,38.74784678393431,28.250443073555758,16.92060432139195,5.655517123574227,4.779420196753129,4.922181027913795,521.4047569239144,14.356364827309925,1235656.5,1719428.52,0.7186437154130723,,,False,UNAVAILABLE,,quote has no finite close
RPTECH,Rashi Peripherals Limited,,RPTECH.NS,848.0,2026-08-12,0.6707713927596466,1.1997405966277563,1.5798599589521412,1.984777852765606,1.2211842387729592,98,True,3,True,True,True,False,False,848.0,747.37400390625,525.0383345540365,478.45950057983396,429.50175064086915,967.7000122070312,275.6000061035156,12.369537118639862,207.6923008780669,87.0674724613215,32.5616455078125,30.321194278550962,4.721344857845667,4.943692189342571,5.821934825969191,967.7000122070312,12.369537118639865,844215.6,1630020.72,0.5179170973973877,864.9500122070312,-10.617959977664803,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot
