symbol,company_name,industry,listing_date,ipo_age_days,liquidity_rank,top_1000_liquid,recent_ipo_overlay,history_sessions,scan_date,price_date,latest_open,latest_high,latest_low,latest_close,latest_volume,previous_close,return_20d,return_63d,return_126d,return_189d,return_252d,sma20,sma50,sma150,sma200,momentum_eligibility,vcp_eligibility,nr7,three_close_band_pct,atr14_pct,atr14_average_50_pct,atr_contraction,average_volume_20d,volume_ratio_20d,daily_close_position,daily_range,median_range_20d,distance_from_20d_high_pct,accumulation_day,volume_dry_up,gap_pct,gap_and_hold,daily_inside_bar,double_inside_bar,weekly_inside_bar,ipo_base_depth_pct,prior_20_high,ipo_base,ipo_momentum,ipo_breakout,resistance_price,resistance_touches,resistance_dispersion_pct,distance_to_resistance_pct,horizontal_resistance,pole_gain_pct,consolidation_sessions,consolidation_depth_pct,consolidation_volume_ratio,flags_pennants,rs_line_eligibility,rs_line_distance_from_high_pct,price_distance_from_high_pct,rs_high_before_price_high,history_status,series,isin,yahoo_symbol,median_traded_value_60d,weighted_momentum,rs_rating,is_high_rs,vcp_stars,vcp_trend_template,vcp_range_position,vcp_contracting_ranges,vcp_contracting_volatility,vcp_pivot_readiness,close,sma200_20d_ago,high_252,low_252,pct_below_high,pct_above_low,range_60_pct,range_30_pct,range_15_pct,atr_50_pct,atr_20_pct,atr_10_pct,pivot_55,distance_to_pivot_pct,avg_volume_10,avg_volume_50,volume_ratio,live_price,breakout_pct,is_breakout,quote_status,quote_timestamp,breakout_reason,benchmark_status
KUSUMGAR,Kusumgar Limited,,2026-07-15,29.0,,False,True,21,2026-08-13,2026-08-12,634.0,646.0,611.0,616.25,640856.0,635.4000244140625,2.231256217551647,,,,,601.3649963378906,,,,NOT ELIGIBLE,NOT ELIGIBLE,False,3.3752515688387428,5.5676619718469285,,False,2354487.95,0.27218487144943765,0.15,35.0,34.29998779296875,6.557998483699773,False,False,-0.2203374819435222,False,True,False,False,16.90674753601213,659.5,True,False,False,659.5,1.0,0.0,6.557998483699773,False,13.096507285222426,5,8.33965125094769,0.8330896160287191,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
KWIL,Kwality Wall's (India) Limited,,2026-02-16,178.0,475,True,True,123,2026-08-13,2026-08-12,34.849998474121094,36.75,34.2400016784668,36.400001525878906,33564531.0,34.84000015258789,10.705597151507163,37.87879565092715,,,,32.897000026702884,33.82979995727539,,,NOT ELIGIBLE,NOT ELIGIBLE,False,5.354565353604778,3.9383824462610537,4.570183864675505,True,8942588.9,3.753334898353652,0.8605582835978547,2.509998321533203,1.1300010681152344,0.9523768003295068,True,False,0.028697822874312884,False,False,False,False,35.36121798011349,35.63999938964844,False,True,True,36.260000228881836,2.0,1.7098701819392812,-0.38610396059941665,False,6.70635976145888,17,18.013607725805166,1.0335489558607143,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LAHOTIOV,Lahoti Overseas Limited,,2026-04-20,115.0,1987,False,True,78,2026-08-13,2026-08-12,44.5,44.9900016784668,43.0,43.0,4469.0,44.189998626708984,-1.8488960235112817,-7.187571119029423,,,,42.4480001449585,43.24780006408692,,,NOT ELIGIBLE,NOT ELIGIBLE,False,2.76743866676508,5.945183510004088,6.946232090125335,True,5401.0,0.8274393630809109,0.0,1.9900016784667969,1.9300003051757812,8.51063829787234,False,False,0.7015193096286954,False,True,False,True,32.95275219523441,47.0,False,False,False,44.97500038146973,4.0,0.6670355408916248,4.391329326777398,True,6.154593863227165,20,14.893617021276595,0.12262242495117569,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LALPATHLAB,Dr. Lal Path Labs Ltd.,,2015-12-23,3886.0,346,True,False,499,2026-08-13,2026-08-12,1954.4000244140625,1986.800048828125,1940.0,1953.300048828125,244664.0,1949.9000244140625,13.648340194000209,22.48003830832259,34.855916837763836,28.463756918257243,22.78309287140743,1830.2494567871095,1715.8101049804689,1528.067109375,1519.9764178466796,ELIGIBLE,ELIGIBLE,False,0.21026593848930933,3.512000150020407,3.2023834844232493,False,498037.1,0.4912565750623799,0.2841887810196512,46.800048828125,48.98597780815294,1.6861284063164443,False,True,0.2307810628061402,False,False,False,False,24.878674856438586,1973.5,False,False,False,1786.5698548342261,2.0,0.8181291718546461,-9.332419526879882,False,17.69291867451004,8,6.23112773231237,0.7526357484092121,True,ELIGIBLE,0.0,1.6861284063164443,True,COMPLETE,,,,,0.2621256864881474,76.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LANDMARK,Landmark Cars Limited,,2022-12-23,1329.0,804,True,False,498,2026-08-13,2026-08-12,571.9500122070312,573.0499877929688,528.0,548.0499877929688,785083.0,571.75,6.572676284485901,46.10769898034191,24.035301623278205,-10.653738836009662,8.160036483568444,535.6349990844726,475.21699890136716,424.5923327636719,453.86599960327146,ELIGIBLE,ELIGIBLE,False,4.324425277787646,5.204166567695108,4.905297506872842,False,2294908.55,0.34209772759790363,0.44506089291544904,45.04998779296875,26.725006103515625,6.316241402911325,False,False,0.03498245859749893,False,False,False,True,39.641024597689636,585.0,False,False,False,565.2000122070312,3.0,0.5219412850880598,3.03432838705964,True,29.356820924162342,5,9.88888471554487,0.13134973988027016,True,ELIGIBLE,14.068081503127274,17.312915225315777,False,COMPLETE,,,,,0.2275139944630416,73.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LASERPOWER,Laser Power & Infra Limited,,2026-07-16,28.0,,False,True,20,2026-08-13,2026-08-12,289.95001220703125,289.95001220703125,279.29998779296875,281.54998779296875,1179002.0,289.04998779296875,,,,,,290.18250274658203,,,,NOT ELIGIBLE,NOT ELIGIBLE,False,7.458711031961352,6.582693837379866,,False,,,0.2112671213250043,10.6500244140625,17.910003662109375,11.182969150483043,False,False,0.3113732752367815,False,False,False,True,21.13564668769716,,False,False,False,316.3000030517578,2.0,0.44261583401100596,10.986410029563844,False,9.048190160762815,8,9.259259626471968,0.4453883473196846,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LATENTVIEW,Latent View Analytics Limited,,2021-11-23,1724.0,539,True,False,499,2026-08-13,2026-08-12,295.95001220703125,296.79998779296875,287.5,290.04998779296875,423620.0,294.75,-3.2844302447420315,-5.598051165836049,-29.778478061994463,-40.251317231552505,-27.20542630018512,302.92249908447263,298.5299981689453,325.09199971516927,361.5142500305176,ELIGIBLE,ELIGIBLE,False,2.6719532239841977,3.6360726010410924,3.907488075390676,True,1026808.95,0.4125597074314555,0.2741925957039069,9.29998779296875,8.67498779296875,10.698892027714622,False,False,0.40712882342026635,False,False,False,False,21.86941187785289,324.79998779296875,False,False,False,314.79998779296875,3.0,1.238879938918309,7.862134993562031,False,20.18921706850165,10,9.534294825935525,0.49030472515170753,True,ELIGIBLE,38.91423116975157,43.95169318010266,False,COMPLETE,,,,,-0.21686264785080836,8.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LAURUSLABS,Laurus Labs Limited,,2016-12-19,3524.0,71,True,False,499,2026-08-13,2026-08-12,1856.300048828125,1862.300048828125,1835.0,1850.0,825598.0,1858.0,19.024637578491998,39.77032593862306,91.63263667475294,87.87073919931056,121.09990315791563,1728.530010986328,1568.170009765625,1257.1885595703125,1197.2006805419921,ELIGIBLE,ELIGIBLE,False,0.43243243243243246,2.3725873439008205,2.598278879268969,True,2184482.8,0.3779375145457772,0.5494495667182372,27.300048828125,39.29998779296875,1.111826399681474,False,True,-0.09149360451425892,False,False,False,False,28.795171006096076,1870.800048828125,False,False,False,1863.7000122070312,2.0,0.7619291274979113,0.7350975005257105,False,30.13588437209327,10,5.211674014070841,0.6832974942628086,True,ELIGIBLE,0.2848995899862786,1.111826399681474,False,COMPLETE,,,,,0.7602878618184505,96.0,True,4.0,True,True,True,True,False,1850.0,1112.0663934326171,1870.800048828125,808.577124737889,1.1118263996814703,128.79697475979205,40.4399131533078,29.181060068002658,20.316420313460604,2.2555674619932433,2.197567501583615,1.7740544499577702,1870.800048828125,1.111826399681474,1763726.9,2242675.5,0.7864387424752265,1838.0,-1.7532632014132687,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot,COMPLETE
LAXMIDENTL,Laxmi Dental Limited,,2025-01-20,570.0,1238,False,True,390,2026-08-13,2026-08-12,213.0,214.0,199.0,200.3000030517578,482580.0,210.75999450683594,-10.102775797085295,-0.3532120165567143,-11.614152604592265,-40.83591485041023,-50.0,216.82550048828125,220.8447994995117,208.6219994099935,227.82049934387206,ELIGIBLE,ELIGIBLE,False,7.618569283242962,3.5646521172992425,3.827689157167459,True,117300.65,4.114043698820083,0.0866668701171875,15.0,6.55999755859375,14.401708097539395,False,False,1.062822903561722,False,False,False,False,27.765070581802487,234.0,False,False,False,234.0,3.0,1.2863224388187768,14.401708097539395,False,5.296678510396879,16,12.680998100250582,0.7648561830244748,False,ELIGIBLE,52.27251793268143,50.76204300337989,False,COMPLETE,,,,,-0.20631298297623185,8.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LCL,Lohia Corp Limited,,2026-07-30 00:00:00,,,False,True,0,2026-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCAN INCOMPLETE,EQ,INE0QJW01029,LCL.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LEMERITE,Le Merite Exports Limited,,2025-12-12,244.0,1348,False,True,499,2026-08-13,2026-08-12,23.709999084472656,23.75,23.010000228881836,23.25,176125.0,23.350000381469727,5.490013766833379,-75.26858901002014,-74.90013959906267,-76.47475506502084,-63.671875,22.191000080108644,23.84840015411377,64.90506679534911,73.28070023536682,ELIGIBLE,ELIGIBLE,False,0.8639341954000023,4.617511145713326,7.940902941990409,True,465782.6,0.37812704897091476,0.324324115337923,0.7399997711181641,1.0500001907348633,4.123711340206185,False,True,1.5417503088720252,False,True,True,False,77.30232504911201,24.25,False,False,False,24.200000762939453,3.0,0.2892549281709867,3.9256228635922623,True,16.724904439741838,5,5.154639175257731,0.6915376776147741,True,ELIGIBLE,76.13402696073058,78.38616708565567,False,COMPLETE,,,,,-0.7311678953682476,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LEMONTREE,Lemon Tree Hotels Limited,,2018-04-09,3048.0,416,True,False,499,2026-08-13,2026-08-12,109.5,110.5,107.88999938964844,109.16000366210938,2941490.0,109.36000061035156,-4.035161615728022,-1.8610083901388186,-17.844503895831863,-31.582575008351455,-24.241788856646597,110.90100059509277,113.02340026855468,117.28660008748372,127.9111502456665,ELIGIBLE,ELIGIBLE,False,1.3155439474036876,2.3569588418880625,2.61458303156291,True,2989052.75,0.9840876846352076,0.48659156148238225,2.6100006103515625,2.045001983642578,5.636234980866167,False,False,0.12801699786675336,False,False,False,False,15.613535497460465,116.27999877929688,False,False,False,121.9800033569336,3.0,0.9837715564946392,10.509919119538624,False,10.069446769557032,19,7.927038506875787,0.7297198625530726,False,ELIGIBLE,37.80343416804746,39.583790077969475,False,COMPLETE,,,,,-0.1547817690822151,13.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LENSKART,Lenskart Solutions Limited,,2025-11-10,276.0,91,True,True,191,2026-08-13,2026-08-12,591.5,593.1500244140625,583.0,586.4500122070312,3147397.0,589.2000122070312,7.734001746905084,24.976028174114283,23.359280550333228,41.19417445268394,,562.5075103759766,535.9230047607422,508.0070027669271,,NOT ELIGIBLE,NOT ELIGIBLE,False,0.5203425174327395,2.4183036388454213,2.7809950159974846,True,3902278.95,0.8065535653211054,0.3399018629207808,10.1500244140625,12.725006103515625,1.1295645167763066,False,False,0.390357730026758,False,False,False,True,18.713651850091118,592.2000122070312,True,False,False,525.6500244140625,3.0,1.617045487532294,-11.566628929722198,False,13.706393774013526,12,7.797352793787307,0.5270826746203078,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LGEINDIA,LG Electronics India Limited,,2025-10-14,303.0,306,True,True,208,2026-08-13,2026-08-12,1566.0,1583.0,1555.300048828125,1579.300048828125,267558.0,1566.5,1.4517953597439792,-0.03164957491746945,2.412299710208665,-5.175620004315517,,1549.6400085449218,1554.0020092773439,1524.331337890625,1542.7565032958985,NOT ELIGIBLE,NOT ELIGIBLE,False,1.3801514524392042,2.0886294860322243,2.3125211049165655,True,255627.55,1.0466712214704559,0.8664275200733305,27.699951171875,27.8499755859375,0.8600094897598869,False,False,-0.031918289179699855,False,False,False,False,14.238795080362959,1593.0,True,False,False,1585.0,6.0,1.1987381703470033,0.35961837046529965,True,5.455154973532839,19,6.792212879590395,0.3654546470549372,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LICHSGFIN,LIC Housing Finance Limited,,1998-07-29,10242.0,274,True,False,499,2026-08-13,2026-08-12,502.6000061035156,508.0,499.5,508.0,1312455.0,502.0,-7.661550948571605,-7.138285104531839,-2.784420272292376,-11.111111111111116,-10.6248261746833,529.3075012207031,541.1740002441406,533.0840008544922,537.626251373291,ELIGIBLE,ELIGIBLE,False,1.6,2.12106350704575,2.220548523674935,True,1402806.45,0.935592362011167,1.0,8.5,8.874984741210938,8.78075458256843,False,False,0.11952312819036859,False,False,False,False,12.536134523516207,563.0,False,False,False,566.7250061035156,4.0,1.367506271389835,10.362169565672767,False,4.3064526333346675,10,9.794002496551746,1.6894116577604077,False,ELIGIBLE,16.891399191174948,15.078570773384387,False,COMPLETE,,,,,-0.07759385553430094,25.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LICI,Life Insurance Corporation Of India,,2022-05-17,1549.0,147,True,False,499,2026-08-13,2026-08-12,409.0,417.0,404.70001220703125,417.0,20957554.0,406.0,-5.173393973848772,6.807222671847057,-4.278349757162703,-5.224301520905062,-3.553680998483033,416.6699981689453,417.97501281738283,405.4897880045573,411.62278625488284,ELIGIBLE,ELIGIBLE,False,6.106870229007633,2.515416342985879,2.2094617379850003,False,14369819.0,1.4584424480224838,1.0,12.29998779296875,7.125,6.8364623963921085,False,False,0.738916256157629,False,False,False,False,14.525955268520491,447.6000061035156,False,False,False,443.0,4.0,1.740747611422615,5.8690744920993225,False,14.460384560789908,20,13.78463167240485,3.779063603165471,False,ELIGIBLE,6.784345495801683,8.901228768222337,False,COMPLETE,,,,,0.0011162261342866353,40.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LINDEINDIA,Linde India Limited,,1999-06-16,9920.0,654,True,False,498,2026-08-13,2026-08-12,6931.0,6931.0,6743.0,6777.5,24736.0,6972.0,-3.4007712170999516,-7.657866979167949,3.918474691643259,16.269799021228557,5.223091690940818,6908.756665039063,7003.97130859375,6889.635735677083,6646.33091796875,ELIGIBLE,ELIGIBLE,False,3.9911471781630397,2.7503646936034,2.679719863188345,False,24975.65,0.9904046541331256,0.18351063829787234,188.0,157.7325067309821,7.247844659773555,False,False,-0.588066551921973,False,False,False,False,13.315001883011366,7307.107824221752,False,False,False,7237.9752377189425,4.0,1.9378600005487707,6.361934416676202,False,6.134600317731698,19,9.542996783315305,0.950450616468568,False,ELIGIBLE,14.523800264386685,15.654192574345464,False,COMPLETE,,,,,0.020191262890953472,44.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,,2016-07-18,3678.0,245,True,False,499,2026-08-13,2026-08-12,93.75,94.25,91.0,92.41000366210938,7926085.0,93.04000091552734,3.761516051369318,30.910905873650552,65.01786368233817,58.5893305923203,34.51755272480925,90.74649963378906,85.56539993286133,64.06853345235189,61.9329001045227,ELIGIBLE,ELIGIBLE,True,3.1598290804338443,4.769891681402102,4.964238753897055,True,13514924.3,0.5864690636853955,0.43384728064903844,3.25,3.514995574951172,7.358392318687343,False,False,0.7631116482009537,False,False,False,False,33.32330612909226,99.75,False,False,False,92.68999862670898,4.0,1.0680823258517003,0.3020767814737325,True,36.62519643717697,16,14.90727092389176,0.5850060274183722,False,ELIGIBLE,4.088141117898618,7.358392318687343,False,COMPLETE,,,,,0.43989311749353766,87.0,True,3.0,True,True,True,False,False,92.41000366210938,58.87250015258789,99.75,37.400001525878906,7.358392318687345,147.08556120824306,49.977442183335114,23.14814814814815,17.518853944099583,4.804024879040954,4.458392267603582,5.050318005634574,99.75,7.358392318687343,17850140.6,19604298.6,0.910521766894532,91.6500015258789,-8.12029922217653,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot,COMPLETE
LLOYDSENT,Lloyds Enterprises Limited,,2024-10-17,665.0,470,True,True,453,2026-08-13,2026-08-12,80.0,80.0,77.0,77.88999938964844,3241276.0,80.4800033569336,-2.2832765220527462,10.55728497626134,32.39831940783085,17.738509560172332,2.0448689144179077,80.22000122070312,76.00052932739258,64.80470865885417,64.26374811172485,ELIGIBLE,ELIGIBLE,False,5.982800999647573,4.2037316321447165,4.432398993881609,True,5768509.2,0.5618914502207953,0.2966664632161458,3.0,3.0999984741210938,8.040139083777241,False,False,-0.5964256174353699,False,False,False,False,24.87981456818251,84.69999694824219,False,False,False,84.16000366210938,3.0,1.0693843361719948,7.450099809446452,False,27.654110400266816,17,10.62573828131263,0.653425008052723,True,ELIGIBLE,6.311253605686247,8.040139083777241,False,COMPLETE,,,,,0.14659253566988753,64.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LLOYDSME,Lloyds Metals And Energy Limited,,2023-07-17,1123.0,237,True,False,499,2026-08-13,2026-08-12,1976.5,1983.0999755859375,1877.5,1893.5999755859375,1221771.0,1986.199951171875,1.4736616665655955,9.269420516110971,51.61493113326225,43.59466653731854,32.43390223398321,1984.3450073242188,1852.4782348632812,1560.150028483073,1492.0136395263671,ELIGIBLE,ELIGIBLE,False,8.407270558446546,3.728724918048587,3.0830586224217895,False,679675.9,1.7975788166095046,0.15246192526659538,105.5999755859375,67.800048828125,10.889412913602941,False,False,-0.48836730492073377,False,False,False,False,22.35228777100198,2125.0,False,False,False,1829.0068361223864,3.0,1.8589323631005235,-3.5315963936194334,False,21.24433995907873,5,11.647058823529411,1.6144472796488516,False,ELIGIBLE,9.383288841946136,10.889412913602941,False,COMPLETE,,,,,0.2923646818735719,79.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LODHA,Lodha Developers Limited,,2021-04-19,1942.0,114,True,False,499,2026-08-13,2026-08-12,1215.0,1217.5999755859375,1185.0,1209.0,1174178.0,1212.0,4.374339040440844,42.743378711132166,10.793786276134053,-0.6349389485638901,-0.4215840666137227,1213.5665100097656,1076.0576477050781,972.5549576822916,1013.035830078125,ELIGIBLE,ELIGIBLE,False,0.3308519437551696,3.8392144886599073,3.6043241342194507,False,2544278.4,0.4614974524800431,0.736196870354491,32.5999755859375,38.42823311367374,9.792380473893582,False,False,0.24752475247524774,False,False,False,True,36.94932748921724,1340.2415520455131,False,False,False,1210.8461226535742,2.0,1.6624025148278803,0.1524655048263605,False,44.53472176920661,10,10.508502154563262,0.41687793517521876,True,ELIGIBLE,8.533076238787013,9.792380473893582,False,COMPLETE,,,,,0.19044804136644156,69.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LT,Larsen & Toubro Limited,,2004-06-23,8086.0,14,True,False,499,2026-08-13,2026-08-12,4038.0,4044.10009765625,3990.0,4020.0,2226623.0,4037.39990234375,6.239596811480386,3.8440719384470246,-2.6321727665843064,2.6362804620736924,11.469265615978319,3922.2049926757813,3994.1579931640626,3938.9551790364585,3950.5369592285156,ELIGIBLE,ELIGIBLE,False,1.4925373134328357,1.574449356176706,1.7731819732981124,True,1816934.9,1.2254830924322055,0.5545276496656046,54.10009765625,49.550048828125,1.4705882352941175,False,False,0.014863468340142738,False,False,False,False,12.927458978452902,4080.0,False,False,False,4080.0,3.0,1.3235294117647058,1.4705882352941175,True,7.453117254616881,5,2.2058823529411766,0.7527866999483287,False,ELIGIBLE,6.222336678548017,8.575117583972974,False,COMPLETE,,,,,0.038323034376723505,47.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LTF,L&T Finance Limited,,2011-08-12,5480.0,150,True,False,499,2026-08-13,2026-08-12,315.0,317.20001220703125,309.75,317.20001220703125,4688109.0,315.3999938964844,1.5364975686066762,14.14633471354283,9.001977428621277,8.614078791214453,60.00889792707549,310.992497253418,302.87699951171874,286.8556314086914,288.9592162322998,ELIGIBLE,ELIGIBLE,False,1.3904446279845355,2.6391656623107234,3.0031379436800942,True,4820093.05,0.9726179456224399,1.0,7.45001220703125,7.1999969482421875,2.9227200590570006,False,False,-0.12682114908842967,False,False,False,False,24.365032047512244,326.75,False,False,False,310.6499938964844,3.0,1.947535306426846,-2.1084881504068176,False,21.603737375861233,20,9.058915410410291,0.6443948647433044,True,ELIGIBLE,5.504374669885737,6.320139843689796,False,COMPLETE,,,,,0.21183524714799376,72.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LTFOODS,LT Foods Limited,,2006-12-18,7178.0,626,True,False,499,2026-08-13,2026-08-12,419.3500061035156,432.1000061035156,417.0,426.70001220703125,502746.0,419.29998779296875,10.3582099942485,4.2384282019842345,3.2172275053001576,5.083549130508236,-7.031366203677692,397.8324996948242,387.6689990234375,393.8686757405599,395.75933441162107,ELIGIBLE,ELIGIBLE,False,1.7648520461479946,2.897652593556773,2.791117986755436,False,886064.25,0.5673922630328444,0.6423846547169849,15.100006103515625,9.349990844726562,1.2611319602977,False,False,0.011929003578114994,False,False,False,False,15.75841885117047,432.1499938964844,False,False,False,392.0,5.0,1.1096954345703125,-8.852043930365115,False,13.732968364164687,6,4.408188837677483,0.49218827230153267,False,ELIGIBLE,10.69402685282624,10.865070034704637,False,COMPLETE,,,,,0.01949253367219834,44.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LTM,LTM Limited,,2016-07-21,3675.0,131,True,False,499,2026-08-13,2026-08-12,4829.0,4835.7998046875,4692.0,4762.10009765625,268936.0,4850.0,17.565298544570872,21.608682204489593,-14.766529944554618,-15.490432518812536,-3.8234323054809116,4369.040026855469,4068.88,4493.740265299479,4848.179603271485,ELIGIBLE,ELIGIBLE,False,1.8458222326534348,3.306764135129398,3.134370292403551,False,467562.8,0.5751869053739948,0.4874839559663432,143.7998046875,110.60009765625,1.8123691204896906,False,False,-0.4329896907216524,False,False,False,False,27.25773195876289,4850.0,False,False,False,4205.099853515625,2.0,1.6503746584217023,-13.245826818474985,False,32.5607687959299,7,7.9814453125,0.6873538831377036,True,ELIGIBLE,21.133965129850008,24.940989433896767,False,COMPLETE,,,,,0.01827393928026225,43.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LTTS,L&T Technology Services Limited,,2016-09-23,3611.0,389,True,False,499,2026-08-13,2026-08-12,3655.0,3656.10009765625,3557.699951171875,3578.89990234375,43556.0,3652.699951171875,2.0123664604801306,3.5522909551019,-7.272268955935079,-11.802904362849576,-13.589678748877809,3504.3049926757812,3372.283994140625,3479.239383138021,3689.3971618652345,ELIGIBLE,ELIGIBLE,False,2.06208753644646,2.953820200627558,3.5042949872173996,True,239862.35,0.18158748132001543,0.2154463375239116,98.400146484375,100.0,3.481663906587109,False,True,0.06296845782218785,False,False,False,True,18.284789644012946,3708.0,False,False,False,3673.949951171875,2.0,0.3293484619296583,2.587135102311533,False,18.09889774235005,11,6.828477647569445,0.3848599816411611,True,ELIGIBLE,17.796003257077718,23.41819633071936,False,COMPLETE,,,,,-0.051120540314917334,30.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LUMAXIND,Lumax Industries Limited,,1995-09-06,11299.0,915,True,False,498,2026-08-13,2026-08-12,6062.5,6184.0,5880.5,5979.0,19825.0,5996.5,11.400940754038835,14.301460333960247,18.04325890610219,24.14923751838034,59.80779722915677,5390.493725585938,5305.1701953125,5330.751145833333,5310.058056640625,ELIGIBLE,ELIGIBLE,False,6.029528777296437,3.773408711120306,3.1686821586894887,False,22925.7,0.864750040347732,0.3245469522240527,303.5,154.248235806333,3.3150064683053038,False,False,1.1006420411906914,False,False,False,False,19.71294871355932,6090.0,False,False,False,5432.96930356767,4.0,0.9389237254879174,-10.050318084325779,False,14.044061515739493,5,10.033958602846054,1.7085246519417985,False,ELIGIBLE,4.353010435114888,12.95320156584053,False,COMPLETE,,,,,0.2612064286431196,76.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
LUMAXTECH,Lumax Auto Technologies Limited,,2007-01-16,7149.0,509,True,False,498,2026-08-13,2026-08-12,2076.39990234375,2107.89990234375,2003.5999755859375,2039.300048828125,473506.0,2076.300048828125,39.88291027394146,25.049045567896734,24.82778589118666,47.58185735539278,77.99960022946317,1597.0618774414063,1576.7367260742187,1595.1164615885416,1552.4884283447266,ELIGIBLE,ELIGIBLE,False,19.451162533303876,3.920307989750619,3.651573550062737,False,424500.2,1.1154435262928026,0.3422828217807297,104.2999267578125,56.316980445480795,3.254417035616805,False,False,0.004809204511713183,False,False,False,False,34.53600261792247,2085.800048828125,False,False,False,1512.4847411361352,2.0,0.9753623753875953,-34.83111553880942,False,19.604118190856013,5,20.16698482897415,8.721949800702918,False,ELIGIBLE,1.6383223046977968,3.254417035616805,False,COMPLETE,,,,,0.4010146692236721,85.0,True,1.0,False,True,False,False,False,2039.300048828125,1515.0309545898438,2107.89990234375,951.0093659730328,3.254417035616808,114.43532753661145,52.75571917240972,52.75571917240972,47.88463054746687,3.0289379511175527,3.5086609096915238,4.671685857763156,2107.89990234375,3.254417035616805,776044.1,259768.08,2.987449805226262,1990.0,-5.593240087570495,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot,COMPLETE
LUPIN,Lupin Limited,,2001-09-10,9103.0,118,True,False,499,2026-08-13,2026-08-12,2286.60009765625,2287.800048828125,2249.5,2281.0,861217.0,2278.89990234375,-7.840392920727246,0.9374905468766848,4.2393259849793585,16.27809814939627,18.174008924102125,2399.0549926757812,2371.3975537109377,2290.581521809896,2227.731240234375,ELIGIBLE,ELIGIBLE,False,0.9258896204501769,2.4766695628581608,1.975463337776877,False,1195692.2,0.7202664699159199,0.8224532595600375,38.300048828125,51.75,9.616830679858664,False,False,0.3378908965935956,False,False,False,False,12.675011464962422,2523.699951171875,False,False,False,2510.0005965531273,4.0,1.9482028175970185,9.123527574758493,False,12.719571052382772,16,10.420841683366733,1.7402039672216785,False,ELIGIBLE,10.218435163071126,9.616830679858664,False,COMPLETE,,,,,0.08113282830446225,55.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
