symbol,company_name,industry,listing_date,ipo_age_days,liquidity_rank,top_1000_liquid,recent_ipo_overlay,history_sessions,scan_date,price_date,latest_open,latest_high,latest_low,latest_close,latest_volume,previous_close,return_20d,return_63d,return_126d,return_189d,return_252d,sma20,sma50,sma150,sma200,momentum_eligibility,vcp_eligibility,nr7,three_close_band_pct,atr14_pct,atr14_average_50_pct,atr_contraction,average_volume_20d,volume_ratio_20d,daily_close_position,daily_range,median_range_20d,distance_from_20d_high_pct,accumulation_day,volume_dry_up,gap_pct,gap_and_hold,daily_inside_bar,double_inside_bar,weekly_inside_bar,ipo_base_depth_pct,prior_20_high,ipo_base,ipo_momentum,ipo_breakout,resistance_price,resistance_touches,resistance_dispersion_pct,distance_to_resistance_pct,horizontal_resistance,pole_gain_pct,consolidation_sessions,consolidation_depth_pct,consolidation_volume_ratio,flags_pennants,rs_line_eligibility,rs_line_distance_from_high_pct,price_distance_from_high_pct,rs_high_before_price_high,history_status,series,isin,yahoo_symbol,median_traded_value_60d,weighted_momentum,rs_rating,is_high_rs,vcp_stars,vcp_trend_template,vcp_range_position,vcp_contracting_ranges,vcp_contracting_volatility,vcp_pivot_readiness,close,sma200_20d_ago,high_252,low_252,pct_below_high,pct_above_low,range_60_pct,range_30_pct,range_15_pct,atr_50_pct,atr_20_pct,atr_10_pct,pivot_55,distance_to_pivot_pct,avg_volume_10,avg_volume_50,volume_ratio,live_price,breakout_pct,is_breakout,quote_status,quote_timestamp,breakout_reason,benchmark_status
LXCHEM,Laxmi Organic Industries Limited,,2021-03-25,1967.0,726,True,False,499,2026-08-13,2026-08-12,175.4600067138672,176.0,172.17999267578125,172.85000610351562,382660.0,174.88999938964844,2.561433294449933,13.544629014041254,13.514863887157524,-8.741782920300523,-6.3477888189761185,180.86188354492188,166.23174774169922,148.31684677124022,156.19371494293213,ELIGIBLE,ELIGIBLE,True,2.9621029426642083,4.57746189351029,4.264319332304846,False,2776845.55,0.13780384724674372,0.1753958489782223,3.82000732421875,7.1049957275390625,15.18645558625532,False,False,0.3259233382171711,False,False,False,False,29.119670197904924,203.8000030517578,False,False,False,158.1757672336447,2.0,1.3316996912331795,-9.277172557156177,False,22.5869482605882,6,8.96690640192283,0.3048945005873102,True,ELIGIBLE,23.88673341890347,28.155928241228988,False,COMPLETE,,,,,0.05102910035192678,51.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
M&M,Mahindra & Mahindra Limited,,1996-01-03,11180.0,12,True,False,499,2026-08-13,2026-08-12,3460.0,3471.800048828125,3403.60009765625,3403.60009765625,1834082.0,3460.10009765625,10.402549724974541,10.125925832889182,-6.432806391093893,-8.262174365715346,7.107932488213131,3312.5050048828125,3167.7824365234374,3225.8770833333333,3326.113544921875,ELIGIBLE,ELIGIBLE,False,3.331763400225491,2.5229576842944925,2.3617103882814687,False,2577822.3,0.7114850391355526,0.0,68.199951171875,66.0,3.706218423036442,False,False,-0.0028929121535514746,False,False,False,False,18.79540160574132,3534.60009765625,False,False,False,3140.7177551541217,5.0,1.818062969368624,-8.370135841424187,False,14.068595422878083,7,4.243761553095162,0.8517305311650768,False,ELIGIBLE,5.304270947147895,10.431442176194569,False,COMPLETE,,,,,0.02532960679436451,45.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
M&MFIN,Mahindra & Mahindra Financial Services Limited,,2006-03-17,7454.0,242,True,False,499,2026-08-13,2026-08-12,398.3500061035156,410.0,392.5,395.8500061035156,4492168.0,398.79998779296875,21.81873864688848,26.229913730846732,3.0438384712870192,27.3819698403023,59.60417191145591,376.9349990844727,332.7137719726563,328.65543884277344,331.9532853698731,ELIGIBLE,ELIGIBLE,False,4.1556098107401365,4.269293968773115,3.5801347742472602,False,7137494.25,0.6293760586917461,0.19142892020089286,17.5,14.800003051757812,4.614456360598645,False,False,-0.11283392758947297,False,False,False,False,35.34620622230309,415.0,False,False,False,297.35973160633637,3.0,1.874693244577763,-33.12159113311513,False,42.35993898227945,7,6.783131059393825,0.448421600745488,True,ELIGIBLE,3.408891983071591,4.614456360598645,False,COMPLETE,,,,,0.28497961536947736,79.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MADHAVIPL,Madhav Infra Projects Limited,,2026-04-20,115.0,1751,False,True,80,2026-08-13,2026-08-12,7.119999885559082,7.25,7.0,7.050000190734863,169844.0,7.21999979019165,-15.060240617769526,-20.338984329353615,,,,7.857999920845032,8.308400011062622,,,NOT ELIGIBLE,NOT ELIGIBLE,False,6.099288180214951,5.288752477499905,5.067432812547821,False,135404.5,1.2543453134866271,0.20000076293945312,0.25,0.34999990463256836,18.685119622877362,False,False,-1.3850402706163223,False,False,False,True,27.83505012738435,8.670000076293945,False,False,False,9.335000038146973,2.0,1.8211041842447693,24.477770091854108,False,1.140686363889376,5,14.425431065438376,2.1942394819508655,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MAFATIND,Mafatlal Industries Limited,,2026-04-20,115.0,1503,False,True,79,2026-08-13,2026-08-12,126.1500015258789,127.80000305175781,123.62000274658203,126.2300033569336,61199.0,125.62999725341797,-5.751068311313912,-2.707071541021966,,,,131.54904136657714,133.1049609375,,,NOT ELIGIBLE,NOT ELIGIBLE,False,1.504417281675151,3.4881136852985155,3.8811943493553,True,47045.35,1.3008511999591883,0.6244020143060263,4.180000305175781,4.1653616403588245,8.924965513596945,False,False,0.41391728395248073,False,False,False,False,21.309502060853927,138.60000610351562,False,False,False,137.7167446550115,4.0,1.0238432992600257,8.340845789560928,False,8.116746423270449,20,10.808082754156258,0.4256038438525886,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MAHABANK,Bank of Maharashtra,,2004-04-12,8158.0,212,True,False,499,2026-08-13,2026-08-12,78.8499984741211,81.98999786376953,78.75,81.87000274658203,26570514.0,78.94999694824219,2.209743203719028,6.534654428645004,23.98320018634108,47.805411197871116,57.51748093924227,79.69149932861328,83.50120010375977,74.35043940226237,70.00477802276612,ELIGIBLE,ELIGIBLE,False,3.7905750472557247,2.2195454753314725,2.9540591469399056,True,10393428.05,2.5564725971235256,0.9629644455851915,3.2399978637695312,1.6650009155273438,0.510387853047238,True,False,-0.12666051676563095,False,False,False,False,19.846495684595507,82.29000091552734,False,False,False,81.57772983981694,4.0,1.8755103657592884,-0.35827536184077247,True,1.7788993838028233,20,6.1854464827508835,0.5468063573791205,False,ELIGIBLE,14.513244723592486,13.365076458643351,False,COMPLETE,,,,,0.284750802361489,79.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MAHLOG,Mahindra Logistics Limited,,2017-11-10,3198.0,937,True,False,499,2026-08-13,2026-08-12,411.3500061035156,413.95001220703125,402.6499938964844,410.0,160842.0,409.3500061035156,5.561278692829341,14.292306098201912,3.4994608889492795,24.161980014502184,29.887426668780726,405.9875,381.47454711914065,373.06868021647136,361.2424055480957,ELIGIBLE,ELIGIBLE,False,0.48857944794906,3.5287454319332534,3.5754761200682044,True,551673.45,0.2915529105125505,0.6504419640325269,11.300018310546875,13.425003051757812,5.070616857135972,False,False,0.4885794479490668,False,False,False,True,23.958012890105373,431.8999938964844,False,False,False,420.0,3.0,1.9473827790029183,2.380952380952381,True,22.406039820401922,12,5.197722548884855,0.5530483954658076,True,ELIGIBLE,7.790207378150514,8.299475617816583,False,COMPLETE,,,,,0.17226695953727203,67.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MAHSEAMLES,Maharashtra Seamless Limited,,2004-08-25,8023.0,990,True,False,499,2026-08-13,2026-08-12,598.1500244140625,611.7999877929688,593.1500244140625,610.9500122070312,97571.0,595.0,3.770702710323781,-5.24234009972373,11.660419436386116,10.269835875409171,-6.795087102200014,581.7549926757813,600.1989965820312,587.0193318684895,581.3299981689453,ELIGIBLE,ELIGIBLE,False,2.680674320509454,2.5633380755883146,2.5597137735299174,False,93137.2,1.0476050385882334,0.954424812066985,18.64996337890625,12.350006103515625,1.124779403208756,False,False,0.5294158679096661,False,False,False,False,15.76719392183957,617.9000244140625,False,False,False,639.7749938964844,2.0,0.3673223623169595,4.505487392356102,False,3.0967971608660383,5,7.031883879311009,2.010774111706265,False,ELIGIBLE,9.777414401109763,11.45651996999547,False,COMPLETE,,,,,0.009300976020295627,42.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MAMATA,Mamata Machinery Limited,,2024-12-27,594.0,1242,False,True,406,2026-08-13,2026-08-12,421.0,427.0,421.0,425.20001220703125,47591.0,425.20001220703125,11.54070216356693,6.344659500571526,-0.058481726020753744,1.8908333341865147,-9.46137299327745,402.93772277832034,391.3089483642578,396.26959248860675,403.23432891845704,ELIGIBLE,ELIGIBLE,False,0.0235126018502609,2.767406985630557,3.188784049243824,True,75318.85,0.6318604174121086,0.7000020345052084,6.0,9.71242341591946,1.09327326266137,False,False,-0.987773303493289,False,False,False,False,19.852608429838583,429.8999938964844,True,True,False,428.39500579812506,3.0,1.9715415406436767,0.7458055177700647,True,15.491326151351847,16,12.418649625859896,1.3468524278840635,False,ELIGIBLE,11.845381285723159,17.329928161214085,False,COMPLETE,,,,,0.010120595232062726,42.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MANAPPURAM,Manappuram Finance Limited,,2014-12-01,4273.0,225,True,False,499,2026-08-13,2026-08-12,369.95001220703125,369.95001220703125,351.0,352.6000061035156,31501308.0,360.0,7.303712584971622,14.685312117041383,14.309361141692989,28.686405938332314,36.10557714952392,356.21500396728516,334.4380029296875,305.27593973795575,299.98808807373047,ELIGIBLE,ELIGIBLE,False,4.7362397618763445,3.4275998662132747,3.0715796185669855,False,5801154.5,5.430179113485083,0.08443298537411789,18.95001220703125,10.32501220703125,7.587467596817629,False,False,2.7638922797309062,False,False,False,False,25.94679679395455,381.54998779296875,False,False,False,332.25,3.0,0.9330341921792702,-6.124907781344056,False,22.029488291413713,16,9.959376547174474,2.1181075170942254,False,ELIGIBLE,5.465427253234393,7.587467596817629,False,COMPLETE,,,,,0.216943936927264,72.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MANBA,Manba Finance Limited,,2024-09-30,682.0,1349,False,True,464,2026-08-13,2026-08-12,132.6300048828125,133.2899932861328,130.39999389648438,131.44000244140625,22247.0,133.39999389648438,-3.11404254160903,17.41029135745391,2.576238966184463,-5.637309647645006,-6.794664713845988,135.85706253051757,132.40550369262695,122.7806293741862,126.63005180358887,ELIGIBLE,ELIGIBLE,False,1.491168151759474,4.286378169840176,3.7827259792784815,False,301390.75,0.07381447506268855,0.35986462441723555,2.8899993896484375,4.067349466381188,14.488711686267521,False,False,-0.5772031850836301,False,False,False,False,31.8181800056146,153.7107030350962,False,False,False,143.6845739045723,2.0,1.4518496961600065,8.52184137129309,False,21.138353135597864,16,15.230364262918705,1.9994782754165952,False,ELIGIBLE,11.65116407927939,14.488711686267521,False,COMPLETE,,,,,0.049929694639202576,50.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MANCREDIT,Mangal Credit and Fincorp Limited,,2024-08-16,727.0,925,True,True,495,2026-08-13,2026-08-12,247.10000610351562,247.8000030517578,243.02000427246094,243.44000244140625,22128.0,247.0500030517578,4.4762062488544085,46.588782865612764,53.70627284771887,33.100060451169625,33.38901630758673,233.02949981689454,229.0257995605469,189.8582660929362,185.8726496887207,ELIGIBLE,ELIGIBLE,True,7.417712574949618,7.0557133118481055,5.8873608239631565,False,476754.35,0.04641383974787016,0.08786574815968742,4.779998779296875,14.599998474121094,15.257419239215986,False,False,0.02024005308243204,False,True,False,False,42.31907150581048,287.2699890136719,False,False,False,263.8800048828125,2.0,0.8488669823125726,7.745945908438015,False,18.763262102413304,7,21.19608259112701,0.7724068347194666,False,ELIGIBLE,4.099005117325311,15.257419239215986,False,COMPLETE,,,,,0.4267458306754015,87.0,True,1.0,True,False,False,False,False,243.44000244140625,180.81414962768554,287.2699890136719,152.05999755859375,15.257419239215986,60.09470363670153,73.367528246487,37.128255038900114,37.128255038900114,5.881942203638893,6.499959195401002,7.910367652570965,287.2699890136719,15.257419239215986,447151.6,444502.88,1.0059588365321728,247.6699981689453,-13.784938336472695,False,LIVE,2026-08-13T12:12:00+05:30,live price not above pivot,COMPLETE
MANINDS,Man Industries (India) Limited,,2005-06-24,7720.0,609,True,False,499,2026-08-13,2026-08-12,575.0,638.7000122070312,573.0,598.6500244140625,10838305.0,559.0999755859375,8.441271198536793,6.87315867570879,58.70890907752291,57.58095131140839,41.00813605628777,539.6974975585938,553.6829968261719,475.5326649983724,461.7237490844727,ELIGIBLE,ELIGIBLE,False,8.944499438409919,3.7274359421092154,4.441930318976165,True,201329.25,53.83373255500629,0.3904112579649935,65.70001220703125,18.175018310546875,6.270547522705661,False,False,2.843860688314148,False,False,False,False,24.823863359995322,569.7999877929688,False,False,False,554.4000244140625,3.0,0.5591586308485141,-7.981601380116676,False,12.882118714349101,20,20.53390040824845,1.0953508235064964,False,ELIGIBLE,2.182810292482405,6.270547522705661,False,COMPLETE,,,,,0.3420886275932733,82.0,True,2.0,True,True,False,False,False,598.6500244140625,446.80974945068357,638.7000122070312,302.04998779296875,6.270547522705661,98.19567906236418,33.020935192332566,25.83982416871991,25.83982416871991,3.981960653252017,3.520839837190652,4.14349016474037,638.7000122070312,6.270547522705661,1300009.2,695004.36,1.8705051001406667,590.0499877929688,-7.617038278416821,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot,COMPLETE
MANINFRA,Man Infraconstruction Limited,,2010-03-11,5999.0,600,True,False,498,2026-08-13,2026-08-12,113.0,116.48999786376953,107.11000061035156,108.55000305175781,5029976.0,111.36000061035156,5.830168055694496,-7.11799598595555,-12.089945906508992,-19.02321314682013,-35.30653885722844,103.2909999847412,105.36459991455078,107.33603006998698,113.43721614837646,ELIGIBLE,ELIGIBLE,False,4.689079866228709,4.279791000079903,3.6353842419953146,False,1519110.85,3.3111316399326616,0.15351842889735695,9.379997253417969,2.5849990844726562,7.45950534727533,False,False,1.4727005932648973,False,False,False,False,22.96774464268838,117.30000305175781,False,False,False,117.4000015258789,3.0,0.5962495222692861,7.538329096333323,False,16.165029551797282,5,8.68712888004784,1.9162623146267705,False,ELIGIBLE,35.45418128989891,35.390450495902556,False,COMPLETE,,,,,-0.16131137976493734,12.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MANIPALHOS,Manipal Health Enterprises Limited,,2026-08-05 00:00:00,,,False,True,0,2026-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCAN INCOMPLETE,EQ,INE459N01021,MANIPALHOS.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MANKIND,Mankind Pharma Limited,,2023-05-09,1192.0,246,True,False,498,2026-08-13,2026-08-12,2414.0,2433.10009765625,2381.60009765625,2433.10009765625,611151.0,2425.0,-4.325429427704286,-2.792644919846188,16.869216186480806,8.785656416894284,-4.7782123355005535,2506.075,2476.41201171875,2289.5946647135415,2277.2730004882815,ELIGIBLE,ELIGIBLE,False,0.5360824742268041,2.4885938368087333,2.607399639829254,True,461281.0,1.3248995731452196,1.0,51.5,52.5,7.9068850243660105,False,False,-0.4536082474226766,False,False,False,False,13.868277908544663,2642.0,False,False,False,2581.050048828125,6.0,1.5303848919138239,5.732161266653809,False,10.735577776047434,11,9.856165872208553,1.202824039146864,False,ELIGIBLE,8.830103669728844,9.008971665809648,False,COMPLETE,,,,,0.030582740856364324,46.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MANORAMA,Manorama Industries Limited,,2022-07-01,1504.0,545,True,False,499,2026-08-13,2026-08-12,1599.0,1639.4000244140625,1594.5999755859375,1626.0,122560.0,1597.800048828125,1.1068305788191513,24.54044350531417,10.95189355168884,28.34477612012205,13.59592261329623,1616.7950073242187,1579.1260009765624,1435.5066634114582,1410.9359985351562,ELIGIBLE,ELIGIBLE,False,4.769054252299113,3.1404850835268956,3.370369972974891,True,121762.35,1.006550875537471,0.7008926381872579,44.800048828125,43.9000244140625,4.739587747198816,False,False,0.07510020873733314,False,True,False,False,20.317537282077964,1706.9000244140625,False,False,False,1625.7000122070312,4.0,1.6669727122131772,-0.01845283820607777,True,10.76317543551073,12,6.913117248358265,0.7399170006457548,False,ELIGIBLE,4.062215195952254,4.739587747198816,False,COMPLETE,,,,,0.20394695859147094,71.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MANYAVAR,Vedant Fashions Limited,,2022-02-16,1639.0,890,True,False,498,2026-08-13,2026-08-12,521.7000122070312,523.5999755859375,511.20001220703125,522.4000244140625,340935.0,522.0,30.992989068309342,18.781273059056304,6.395116988607441,-16.96733622468154,-28.09371086856711,444.5950042724609,420.52000122070314,429.22633544921877,475.2232516479492,ELIGIBLE,ELIGIBLE,False,0.555560232579023,4.417795606143266,3.2000999951241846,False,2899068.15,0.11760158173584156,0.9032294584098326,12.39996337890625,15.249984741210938,1.2476324359050095,False,True,-0.05746892585608565,False,False,False,False,27.816634006896855,529.0,False,False,False,424.0,3.0,0.3301872397368809,-23.20755292784493,False,30.070923559900862,5,7.741023101518195,0.5253559191234156,True,ELIGIBLE,30.77586683440036,33.717666653541464,False,COMPLETE,,,,,-0.0022067679730572234,40.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MAPMYINDIA,C.E. Info Systems Limited,,2021-12-21,1696.0,417,True,False,498,2026-08-13,2026-08-12,1015.0,1015.0,987.0999755859375,996.7999877929688,100017.0,1013.2999877929688,-14.974860385803112,-1.4174540841481953,-22.07906177138049,-45.24451988254151,-42.87608822301492,1098.955874633789,988.3945861816406,1042.2195975748698,1208.3249539184571,ELIGIBLE,ELIGIBLE,True,2.873095207407995,5.5029117425527465,4.951169227248925,False,458642.65,0.21807173842205907,0.34767038419300217,27.9000244140625,42.3635213987111,18.212819835406453,False,False,0.16776988330315934,False,True,False,False,34.65643413119433,1218.7729003334596,False,False,False,1218.7729003334596,3.0,1.1769833308650524,18.212819835406453,False,41.16023600936762,6,10.664109522531561,0.3930577711786079,True,ELIGIBLE,47.221691393701775,49.96368540431877,False,COMPLETE,,,,,-0.22606915609046663,7.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MARICO,Marico Limited,,1996-05-01,11061.0,158,True,False,499,2026-08-13,2026-08-12,855.0,857.0499877929688,839.0499877929688,855.0,1770553.0,855.0,1.7123486847364644,2.111378605516112,12.297830644342177,20.46422729312367,19.533777717818836,860.2311492919922,839.1187023925781,794.6762752278646,778.5382431030273,ELIGIBLE,ELIGIBLE,False,0.9941520467836258,2.119668169882239,1.9820335683259749,False,1877402.85,0.9430863493149592,0.8861117892795138,18.0,16.79998779296875,3.835336466347873,False,False,0.0,False,False,False,False,11.00756965464209,889.0999755859375,False,False,False,825.4004337021067,4.0,0.7718506019749429,-3.5860856245413566,False,9.72049757328788,11,5.629286825700861,1.0122784841099755,False,ELIGIBLE,4.548930906167656,3.835336466347873,False,COMPLETE,,,,,0.11303718573263383,59.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MARINE,Marine Electricals (India) Limited,,2020-12-02,2080.0,547,True,False,499,2026-08-13,2026-08-12,349.70001220703125,355.29998779296875,341.0,347.0,870386.0,349.70001220703125,35.57335578721252,58.62857142857143,77.466374554461,46.29005247235165,99.54287896400874,285.56250076293946,270.25700012207034,224.31773345947266,224.16630020141602,ELIGIBLE,ELIGIBLE,False,2.348701411090598,5.082336714749672,5.273391944584979,True,1188884.1,0.7321033227713282,0.41958077775074587,14.29998779296875,15.474990844726562,4.631030870100298,False,False,0.0,False,False,False,False,37.26810604063514,363.8500061035156,False,False,False,266.25,3.0,0.9201923782276996,-30.328638497652584,False,23.3595830927807,5,16.84760678363352,2.4875533400491276,False,ELIGIBLE,1.703630636313249,4.631030870100298,False,COMPLETE,,,,,0.6811128976959285,94.0,True,2.0,True,True,False,False,False,347.0,217.49860023498536,363.8500061035156,150.86000061035156,4.631030870100295,130.0145821265428,59.40854593801341,50.97510626701893,50.97510626701893,4.091353886409177,4.400575401460059,5.367434279032331,363.8500061035156,4.631030870100298,1745116.9,980266.18,1.7802479934582665,357.1000061035156,-1.855160062325134,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot,COMPLETE
MARKOLINES,Markolines Pavement Technologies Limited,,2025-10-14,303.0,966,True,True,206,2026-08-13,2026-08-12,176.6999969482422,177.89999389648438,174.0,175.1199951171875,103187.0,176.83999633789062,4.163692721452117,6.417110911072865,9.320177569285137,8.803975419460276,,176.24499969482423,173.14380004882813,160.12606638590495,160.2831996154785,NOT ELIGIBLE,NOT ELIGIBLE,False,2.5011449320116017,3.0574950052683305,3.5891810690854697,True,296128.9,0.34845298787116014,0.287178684612074,3.899993896484375,5.840003967285156,4.3060135971653,False,True,-0.07916726563426124,False,False,False,False,16.485006837210722,183.0,True,False,False,182.5,3.0,0.273972602739726,4.043838291952055,True,10.23162579428214,15,6.446494245436652,0.33547725515720106,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
MARKSANS,Marksans Pharma Limited,,2002-01-21,8970.0,350,True,False,499,2026-08-13,2026-08-12,280.0,320.0,277.45001220703125,312.6000061035156,47809908.0,278.95001220703125,13.363556157213274,50.68691766792741,67.17471357844502,61.192191981428536,45.83624782009679,265.3700035095215,261.4878030395508,210.03500040690105,204.22830024719238,ELIGIBLE,ELIGIBLE,False,15.159326596419465,3.610273213487107,4.322165765866476,True,1334320.05,35.83091477940393,0.8260870500717934,42.54998779296875,8.875,2.312498092651367,True,False,0.37640715075124564,False,False,False,False,34.36874866485596,281.3999938964844,False,False,False,280.09999084472656,4.0,1.8386269420977148,-11.603004755828588,False,18.25121022042435,20,25.109376907348636,1.4798025158414252,False,ELIGIBLE,0.0,2.312498092651367,True,COMPLETE,,,,,0.5511539774316503,91.0,True,2.0,True,True,False,False,False,312.6000061035156,194.93934989929198,320.0,155.0,2.3124980926513716,101.67742329259073,52.366438191697675,33.528065157482295,33.38891544035569,3.577926673270673,3.7236084214065484,3.6420341849585833,320.0,2.312498092651367,5639196.5,2912685.16,1.93608172192562,,,False,UNAVAILABLE,,quote has no finite close,COMPLETE
